"ID","all","known orientation","ER, known orientation","all/Pam80","all/PAM200","ER/PAM200"
"PT2G_BACSU",2.381953,,,4,15,
"PT2G_ECOLI",1.461361,,,4,15,
"PT2L_LACCA",1.455327,,,3,4,
"PT2L_LACLA",2.166451,,,3,4,
"PT2L_STAAU",1.711125,,,3,4,
"PT2M_ECOLI",1.530053,,,2,2,
"PT2M_STACA",1.530053,,,2,2,
"PT2N_ECOLI",1,,,1,15,
"PT2P_ECOLI",2.215375,,,2,2,
"PT2S_BACSU",2.039607,,,3,15,
"PT2S_KLEPN",2.461046,,,3,15,
"PT2S_SALTY",2.436706,,,3,15,
"PT2S_STRMU",1,,,1,15,
"PT2S_VIBAL",1,,,1,15,
"PT2U_ECOLI",1,,,1,1,
"PT2X_ECOLI",1,,,1,15,
"PTPU_HUMAN",1.974697,,,2,260,
"PTPU_MOUSE",1.974697,,,2,260,
"PTRR_DIDMA",1.783785,1.783785,1.783785,2,6,3
"PTRR_RAT",1.783785,1.783785,1.783785,2,6,3
"PULC_KLEPN",1,,,1,1,
"PULH_KLEPN",1,,,1,1,
"PULK_KLEPN",1.460388,,,2,3,
"PULL_KLEPN",1,,,1,2,
"PULM_KLEPN",1,,,1,2,
"PULO_KLEPN",1,,,1,2,
"PUT4_YEAST",1,,,1,11,
"PUTP_ECOLI",2.886762,,,3,8,
"PUTP_KLEPN",2.893778,,,3,8,
"PUTP_SALTY",2.886762,,,3,8,
"PUTX_EMENI",1,,,1,11,
"PVDR_PLAKN",1.53643,,,2,2,
"PVDR_PLAVI",1.53643,,,2,2,
"QACA_STAAU",1,1,,1,16,
"QAY_NEUCR",1.614073,,,2,32,
"QUTD_EMENI",1.614073,,,2,32,
"R137_YEAST",1,,,1,2,
"R2_HUMAN",1,1,1,1,12,11
"RAFB_ECOLI",3.299288,2.120129,,3,4,
"RAG1_KLULA",3.858683,,,3,32,
"RCEH_RHOCA",1.626163,,,2,3,
"RCEH_RHOSH",1.626163,,,2,3,
"RCEH_RHOVI",1,,,1,3,
"RCEL_CHLAU",1,,,1,56,
"RCEL_ERYSP",3.576687,,,5,56,
"RCEL_RHOCA",3.57722,,,5,56,
"RCEL_RHORU",3.522709,,,5,56,
"RCEL_RHOSH",3.637699,,,5,56,
"RCEL_RHOVI",3.166265,,,5,56,
"RCEM_CHLAU",1,,,1,56,
"RCEM_ERYSP",3.177528,,,5,56,
"RCEM_RHOCA",3.392465,,,5,56,
"RCEM_RHORU",3.372395,,,5,56,
"RCEM_RHOSH",2.935257,,,5,56,
"RCEM_RHOVI",2.536086,,,5,56,
"RCS1_YEAST",1,,,1,1,
"RCSC_ECOLI",1,,,1,23,
"RDC1_CANFA",1.934692,1.934692,1.934692,2,212,179
"RDC1_HUMAN",1.934692,1.934692,1.934692,2,212,179
"RDS_BOVIN",3.736105,,,4,4,
"RDS_HUMAN",3.718982,,,4,4,
"RDS_MOUSE",3.795469,,,4,4,
"RDS_RAT",3.778346,,,4,4,
"REIS_TODPA",1,1,1,1,212,179
"RELF_ECOLI",2.600203,,,2,2,
"RFAL_ECOLI",1,,,1,1,
"RFAL_SALTY",1,,,1,1,
"RFBB_SALTY",1,,,1,1,
"RFBK_SALTY",1,,,1,1,
"RFBP_SALTY",1.920314,1,,2,2,
"RFC_SALTY",1,,,1,1,
"RFE_ECOLI",1,,,1,1,
"RH_HUMAN",1,,,1,1,
"RHAT_ECOLI",1.912875,,,2,2,
"RHAT_SALTY",1.912875,,,2,2,
"RHOM_DROME",1,,,1,1,
"RHSA_ECOLI",3.721672,,,4,4,
"RHSB_ECOLI",3.694843,,,4,4,
"RHSC_ECOLI",3.697585,,,4,4,
"RHSD_ECOLI",3.265208,,,4,4,
"RIB1_HUMAN",1.955589,1.955589,1.955589,2,2,2
"RIB1_RAT",1.955589,1.955589,1.955589,2,2,2
"RIB2_HUMAN",1.925252,,,2,2,
"RIB2_RAT",1.925252,,,2,2,
"RIBB_ECOLI",1,,,1,1,
"RNBP_PIG",1,,,1,1,
"RNG6_HUMAN",1.720187,,,2,235,
"RNG6_MOUSE",1.720187,,,2,235,
"RNG7_HUMAN",1,,,1,235,
"RTA_RAT",1,1,1,1,212,179
"RYNR_HUMAN",2.954222,,,59,108,
"RYNR_PIG",2.975826,,,59,108,
"RYNR_RABIT",4.847619,,,59,108,
"SC12_YEAST",1,,,1,1,
"SC20_YEAST",1,,,1,1,
"SC62_YEAST",1,,,1,1,
"SCF_HUMAN",1.825588,1.825588,1.825588,2,2,2
"SCF_MOUSE",1.825588,1.825588,1.825588,2,2,2
"SCO1_YEAST",1,,,1,1,
"SCPA_STRPY",1,,,1,4,
"SCRC_RAT",1.50039,,,2,6,
"SDGF_RAT",2.430564,,,2,2,
"SECD_ECOLI",1,,,1,1,
"SECE_ECOLI",1,,,1,1,
"SECF_ECOLI",1,,,1,1,
"SECY_BACST",2.786653,,,4,11,
"SECY_BACSU",2.255157,,,4,11,
"SECY_CHLTR",1,,,1,11,
"SECY_CRYPH",1,,,1,11,
"SECY_CYAPA",1,,,1,11,
"SECY_ECOLI",1,,,1,11,
"SECY_HALMA",1,,,1,11,
"SECY_LACLA",1.992044,,,4,11,
"SECY_METVA",1,,,1,11,
"SECY_MYCCA",1.467476,,,4,11,
"SECY_PAVLU",1,,,1,11,
"SERA_ENTHI",1,,,1,2,
"SERR_DROME",1,,,1,260,
"SETA_HUMAN",4.974555,,,3,260,
"SFUB_SERMA",1,,,1,11,
"SL17_ENTHI",1,,,1,1,
"SLTA_BP933",1,,,1,1,
"SLY2_YEAST",1,,,1,1,
"SLY4_YEAST",1,,,1,1,
"SLYB_YEAST",1,,,1,1,
"SM25_SCHMA",1,,,1,1,
"SMSR_RAT",2.139775,,,2,212,
"SNF3_YEAST",1,,,1,32,
"SOHB_ECOLI",1,,,1,1,
"SP15_TORCA",1,1,1,1,1,1
"SP2G_BACSU",1,,,1,1,
"SP4F_BACSU",1,,,1,1,
"SP4G_BACSU",1,,,1,1,
"SPAP_STRMU",3.573233,,,3,260,
"SPC2_CANFA",1.895068,,,2,2,
"SPC2_CHICK",1.895068,,,2,2,
"SPC3_CANFA",1.802679,1.802679,1.802679,2,2,2
"SPC3_STRPU",1,,,1,1,
"SPC4_CANFA",1.802679,1.802679,1.802679,2,2,2
"SPDA_STRLI",1,,,1,1,
"SPDB_STRLI",1,,,1,1,
"SPER_STRPU",1,1,1,1,4,1
"SPIR_SPICI",1.78813,1.78813,,2,2,
"SPIR_SPIME",1.78813,1.78813,,2,2,
"SRNB_ECOLI",1,,,1,1,
"SRPR_CANFA",1.958378,,,2,2,
"SRPR_HUMAN",1.958378,,,2,2,
"SSP5_STRSA",2.846422,,,3,260,
"SSRA_CANFA",1,,,1,1,
"SSRB_CANFA",1,,,1,1,
"ST56_RICTS",1,,,1,1,
"STE2_SACKL",1.646693,,,2,3,
"STE2_YEAST",1.646693,,,2,3,
"STE3_YEAST",1,,,1,1,
"STE6_YEAST",1,,,1,35,
"STP1_ARATH",1,,,1,32,
"STS_HUMAN",1,,,1,1,
"SUIS_HUMAN",2.579445,,,3,3,
"SUIS_RABIT",2.576006,,,3,3,
"SUIS_RAT",2.520787,,,3,3,
"SY61_DISOM",5.537336,5.537336,4.377817,7,7,5
"SY62_DISOM",5.437569,5.437569,4.248245,7,7,5
"SY63_DISOM",3.976734,3.976734,,7,7,
"SY65_DROME",4.838692,4.838692,,7,7,
"SY65_HUMAN",5.65518,5.65518,4.492417,7,7,5
"SY65_RAT",5.604903,5.604903,4.448883,7,7,5
"SY66_RAT",5.48431,5.48431,4.279577,7,7,5
"SYB_DROME",3.055632,,,4,4,
"SYB_TORCA",3.358551,,,4,4,
"SYB1_HUMAN",3.395929,,,4,4,
"SYB2_HUMAN",3.46706,,,4,4,
"SYN3_CHICK",1,,,1,260,
"SYND_HUMAN",2.506643,2.506643,2.506643,3,260,37
"SYND_MOUSE",2.652111,2.652111,2.652111,3,260,37
"SYND_RAT",2.647189,2.647189,2.647189,3,260,37
"SYNP_RAT",2.798149,2.798149,2.798149,4,4,4
"SYPH_BOVIN",3.448896,3.448896,3.448896,4,4,4
"SYPH_HUMAN",3.486232,3.486232,3.486232,4,4,4
"SYPH_RAT",3.451216,3.451216,3.451216,4,4,4
"TA2R_HUMAN",1,,,1,2,
"TAL6_HUMAN",1,,,1,1,
"TAPA_HUMAN",1,1,,1,12,
"TCA_HUMAN",1.657045,1.657045,,2,2,
"TCA_MOUSE",1.657045,1.657045,1,2,2,1
"TCB_FLV",3.319442,,,4,15,
"TCB1_MOUSE",3.526994,2.741395,2.741395,4,15,4
"TCB1_RABIT",3.290549,2.534919,2.534919,4,15,4
"TCB2_MOUSE",3.514286,2.736073,2.736073,4,15,4
"TCC_HUMAN",3.60474,3.60474,1,5,5,1
"TCC1_MOUSE",4.226148,4.226148,,5,5,
"TCC2_MOUSE",4.151722,4.151722,,5,5,
"TCC3_MOUSE",4.200492,4.200492,,5,5,
"TCC4_MOUSE",3.516536,3.516536,,5,5,
"TCPC_VIBCH",1,,,1,1,
"TCR_BACST",4.993905,,,6,16,
"TCR_STAAU",4.425994,,,6,16,
"TCR_STRAG",4.963494,,,6,16,
"TCR_STRPN",5.005401,,,6,16,
"TCR1_BACSU",4.607534,,,6,16,
"TCR1_ECOLI",1,,,1,16,
"TCR2_BACSU",4.365802,,,6,16,
"TCR2_ECOLI",1.773223,,,2,16,
"TCR3_ECOLI",1.773223,,,2,16,
"TEA_MOUSE",1,,,1,1,
"TEE6_STRPY",1,1,,1,1,
"TEHA_KLEAE",1,,,1,1,
"TEHB_KLEAE",1,,,1,1,
"TENC_ACTTE",2.206855,,,2,2,
"TERC_ALCSP",1,,,1,1,
"TETX_CLOTE",1,,,1,4,
"TF_HUMAN",2.274249,2.274249,2.274249,3,3,3
"TF_MOUSE",2.144447,2.144447,2.144447,3,3,3
"TF_RABIT",2.292018,2.292018,2.292018,3,3,3
"TGFA_HUMAN",1.913885,,,2,2,
"TGFA_RAT",1.913885,,,2,2,
"TGN3_RAT",1,1,1,1,1,1
"TGR3_RAT",2.300687,,,2,2,
"THAS_HUMAN",1,,,1,11,
"THRR_CRILO",3.574132,3.574132,3.574132,4,212,179
"THRR_HUMAN",3.37133,3.37133,3.37133,4,212,179
"THRR_MOUSE",3.575503,3.575503,3.575503,4,212,179
"THRR_RAT",3.580128,3.580128,3.580128,4,212,179
"TI1_MUSVI",1,,,1,1,
"TIP1_TOBAC",4.271908,,,6,260,
"TIP2_TOBAC",4.305789,,,6,260,
"TIPA_ARATH",3.902663,2.261375,,6,260,
"TIPA_PHAVU",3.686293,2.23587,,6,260,
"TIPG_ARATH",4.417183,2.133096,,6,260,
"TIPR_ARATH",4.4715,,,6,260,
"TIPW_ARATH",1.705997,,,2,260,
"TIPW_PEA",1.705997,,,2,260,
"TNAB_ECOLI",1.999272,,,2,4,
"TNAB_PROVU",1,,,1,4,
"TNFA_CAPHI",7.303274,,,9,9,
"TNFA_FELCA",7.556481,,,9,9,
"TNFA_HORSE",7.545113,,,9,9,
"TNFA_HUMAN",7.561338,,,9,9,
"TNFA_MOUSE",7.280466,,,9,9,
"TNFA_PIG",7.566183,,,9,9,
"TNFA_RABIT",7.142303,,,9,9,
"TNFA_RAT",7.235754,,,9,9,
"TNFA_SHEEP",7.301123,,,9,9,
"TNR1_HUMAN",2.247145,1,1,3,15,11
"TNR1_MOUSE",2.451182,,,3,15,
"TNR1_RAT",2.435891,,,3,15,
"TNR2_HUMAN",1.614134,1.614134,1.614134,2,15,11
"TNR2_MOUSE",1.614134,1.614134,1.614134,2,15,11
"TOLA_ECOLI",1,,,1,260,
"TOLL_DROME",1,,,1,1,
"TOXA_PASMU",1,,,1,1,
"TOXR_VIBCH",1,,,1,2,
"TOXS_VIBCH",1,1,,1,1,
"TR14_HCMVA",1,,,1,1,
"TRAP_PLAFA",1,,,1,1,
"TRBF_ECOLI",1,,,1,1,
"TRBM_BOVIN",2.241518,1,1,6,260,37
"TRBM_HUMAN",2.275694,,,6,260,
"TRBM_MOUSE",3.16398,,,6,260,
"TRD1_ECOLI",1.964756,,,2,2,
"TRD2_ECOLI",1.964756,,,2,2,
"TRFM_HUMAN",1,,,1,1,
"TRFR_MOUSE",1.960306,1.960306,1.960306,2,212,179
"TRFR_RAT",1.960306,1.960306,1.960306,2,212,179
"TRK1_SACUV",2.375009,,,3,3,
"TRK1_YEAST",2.345158,,,3,3,
"TRK2_YEAST",2.121089,,,3,3,
"TRKA_ECOLI",1,,,1,1,
"TRKA_HUMAN",2.016439,,,3,260,
"TRKB_MOUSE",2.049492,,,3,260,
"TRKC_PIG",2.059503,,,3,260,
"TRKD_ECOLI",1,,,1,1,
"TRKG_ECOLI",1,,,1,2,
"TRKH_ECOLI",1,,,1,2,
"TRP_DROME",1,,,1,2,
"TRSR_HUMAN",1,,,1,1,
"TRX1_ECOLI",1.908482,,,2,2,
"TRX2_ECOLI",1.908482,,,2,2,
"TSA4_GIALA",1,,,1,260,
"TSHR_CANFA",9.230115,3.995314,3.995314,9,212,179
"TSHR_HUMAN",9.269462,,,9,212,
"TSHR_RAT",9.320707,4.054055,4.054055,9,212,179
"TSTP_HSVSA",1,,,1,1,
"TYR2_MOUSE",1.950119,,,3,5,
"TYRO_HUMAN",1.846509,,,2,5,
"TYRO_MOUSE",1.846509,,,2,5,
"TYRP_ECOLI",1,,,1,4,
"TYRR_HUMAN",2.331775,,,3,5,
"TYRR_MOUSE",2.357408,,,3,5,
"UCP_BOVIN",5.099243,,,6,30,
"UCP_HUMAN",4.964932,,,6,30,
"UCP_MESAU",5.281377,,,6,30,
"UCP_MOUSE",5.344622,,,6,30,
"UCP_RABIT",5.22399,,,6,30,
"UCP_RAT",5.337827,,,6,30,
"UCR9_BOVIN",1,,,1,1,
"UCR9_YEAST",1,,,1,1,
"UCRI_BOVIN",4.073559,,,14,14,
"UCRI_NEUCR",5.485011,,,14,14,
"UCRI_NOSSP",4.564415,,,14,14,
"UCRI_PARDE",5.888309,,,14,14,
"UCRI_PEA",5.668734,,,14,14,
"UCRI_RAT",5.921432,,,14,14,
"UCRI_RHOCA",4.786102,,,14,14,
"UCRI_RHORU",5.261891,,,14,14,
"UCRI_RHOSH",4.76167,,,14,14,
"UCRI_SPIOL",4.790598,,,14,14,
"UCRI_SYNP2",4.672904,,,14,14,
"UCRI_SYNY3",4.241738,,,14,14,
"UCRI_TOBAC",4.768122,,,14,14,
"UCRI_YEAST",5.580766,,,14,14,
"UDP0_HUMAN",4.395497,,,14,14,
"UDP1_HUMAN",6.484335,,,14,14,
"UDP1_MOUSE",7.002308,,,14,14,
"UDP1_RAT",4.350808,,,14,14,
"UDP2_HUMAN",6.476692,,,14,14,
"UDP2_RAT",6.17219,,,14,14,
"UDP3_HUMAN",4.298748,,,14,14,
"UDP3_RAT",7.070998,,,14,14,
"UDP4_HUMAN",4.414088,,,14,14,
"UDP4_RAT",6.826129,,,14,14,
"UDP5_RAT",7.117948,,,14,14,
"UDP6_RAT",9.820505,,,14,14,
"UDP9_RAT",4.3717,,,14,14,
"UDPE_HUMAN",6.423408,,,14,14,
"UFO_HUMAN",1.871457,1.871457,1.871457,2,260,37
"UFO_MOUSE",1.871457,1.871457,1.871457,2,260,37
"UGPA_ECOLI",1,,,1,5,
"UGPE_ECOLI",1,,,1,5,
"UHPB_ECOLI",1.90511,,,2,5,
"UHPB_SALTY",1.90511,,,2,5,
"UHPC_ECOLI",1.899397,,,2,6,
"UHPC_SALTY",1.899397,,,2,6,
"UHPT_ECOLI",1.95099,,,2,6,
"UHPT_SALTY",1.95099,,,2,6,
"UL20_HCMVA",1,,,1,1,
"UL20_HSV11",1,,,1,4,
"UL20_HSVEB",1,,,1,4,
"UL20_PRVN3",1,,,1,4,
"UL20_VZVD",1,,,1,4,
"UL32_EBV",1,,,1,5,
"UL32_HSV11",1.507838,,,3,5,
"UL32_HSVEB",1.999207,,,3,5,
"UL32_HSVSA",1,,,1,5,
"UL32_VZVD",1.49137,,,3,5,
"UL33_HCMVA",1,1,1,1,212,179
"UL73_HCMVA",1,,,1,1,
"URED_HELPY",1,,,1,1,
"UREF_KLEAE",1,,,1,2,
"UREF_PROMI",1,,,1,2,
"US07_HCMVA",1,,,1,1,
"US08_HCMVA",1,,,1,1,
"US09_HCMVA",1,,,1,2,
"US10_HCMVA",1,,,1,1,
"US11_HCMVA",1,,,1,2,
"US12_HCMVA",1,,,1,1,
"US13_HCMVA",1,,,1,5,
"US14_HCMVA",1,,,1,5,
"US15_HCMVA",1,,,1,1,
"US17_HCMVA",1,,,1,5,
"US18_HCMVA",1,,,1,5,
"US19_HCMVA",1,,,1,1,
"US20_HCMVA",1,,,1,5,
"US27_HCMVA",1,1,1,1,212,179
"US28_HCMVA",1,1,1,1,212,179
"V07K_CLV",1,,,1,1,
"V07K_CYMV",1,,,1,1,
"V07K_FXMV",1,,,1,1,
"V07K_LSV",1,,,1,1,
"V07K_NMV",1,,,1,1,
"V07K_PMV",1,,,1,1,
"V07K_PVMR",1,,,1,1,
"V07K_PVSP",1,,,1,1,
"V07K_PVX",2.711654,,,3,3,
"V07K_PVXX3",2.711654,,,3,3,
"V07K_PVXXC",2.50308,,,3,3,
"V07K_WCMVM",1.862395,,,2,2,
"V07K_WCMVO",1.862395,,,2,2,
"V1AR_RAT",2.044243,2.044243,2.044243,2,212,179
"V2R_HUMAN",1.863349,1,1,2,212,179
"V2R_RAT",1.863349,,,2,212,
"VA34_VACCC",1.982763,1.982763,,2,2,
"VA34_VACCV",1.982763,1.982763,,2,2,
"VAT1_TORCA",1,,,1,1,
"VATL_AVESA",4.210779,,,6,7,
"VATL_BOVIN",5.102859,,,6,7,
"VATL_DROME",4.8813,,,6,7,
"VATL_HUMAN",5.059805,,,6,7,
"VATL_MOUSE",5.10519,,,6,7,
"VATL_YEAST",4.448843,,,6,7,
"VB05_VACC0",3.928606,,,4,33,
"VB05_VACCC",3.910084,,,4,33,
"VB05_VACCL",3.928801,,,4,33,
"VB05_VACCV",3.935015,,,4,33,
"VCA1_HUMAN",2.529027,,,3,260,
"VCA1_MOUSE",2.622718,,,3,260,
"VCA1_RAT",2.634397,,,3,260,
"VENV_DHVI1",1,,,1,5,
"VENV_MCV1",1.941859,,,2,6,
"VENV_MCV2",1.941859,,,2,6,
"VENV_THOGV",1,,,1,5,
"VENV_VACCC",3.978571,,,4,6,
"VENV_VACCI",3.978571,,,4,6,
"VENV_VACCP",3.978571,,,4,6,
"VENV_VACCV",3.983763,,,4,6,
"VF05_VACCC",2.946947,,,3,3,
"VF05_VACCP",2.952936,,,3,3,
"VF05_VACCV",2.953817,,,3,3,
"VG06_HSVI1",1,,,1,1,
"VG07_HSVI1",1,,,1,1,
"VG08_HSVI1",1,,,1,1,
"VG10_HSVI1",1,,,1,1,
"VG19_HSVI1",1,,,1,1,
"VG51_HSVI1",1,,,1,1,
"VG59_HSVI1",1,,,1,1,
"VG74_HSVSA",1,1,1,1,212,179
"VGH3_HCMVA",1,,,1,235,
"VGL2_CVBF",7.877891,,,9,24,
"VGL2_CVBL9",7.914821,,,9,24,
"VGL2_CVBLY",7.908257,,,9,24,
"VGL2_CVBM",7.912627,,,9,24,
"VGL2_CVBQ",7.90602,,,9,24,
"VGL2_CVBV",7.914681,,,9,24,
"VGL2_CVH22",3.346542,,,6,24,
"VGL2_CVM4",6.791825,,,9,24,
"VGL2_CVMA5",6.782797,,,9,24,
"VGL2_CVMJH",6.994152,,,9,24,
"VGL2_CVPFS",5.30563,,,6,24,
"VGL2_CVPPU",5.298758,,,6,24,
"VGL2_CVPR8",5.31208,,,6,24,
"VGL2_CVPRM",5.305472,,,6,24,
"VGL2_FIPV",5.17276,,,6,24,
"VGL2_IBV6",8.446342,,,9,24,
"VGL2_IBVB",7.770366,,,9,24,
"VGL2_IBVD2",8.450462,,,9,24,
"VGL2_IBVD3",8.144972,,,9,24,
"VGL2_IBVK",7.723987,,,9,24,
"VGL2_IBVM",7.722114,,,9,24,
"VGL2_IBVU1",8.166844,,,9,24,
"VGL2_IBVU2",8.166819,,,9,24,
"VGL2_IBVU3",8.183542,,,9,24,
"VGLB_EBV",1,1,,1,26,
"VGLB_HCMVA",2.410271,,,3,26,
"VGLB_HCMVT",2.425068,,,3,26,
"VGLB_HSV11",12.39193,,,18,26,
"VGLB_HSV1F",12.40187,,,18,26,
"VGLB_HSV1K",12.4109,,,18,26,
"VGLB_HSV1P",12.37815,,,18,26,
"VGLB_HSV23",12.18406,1.840912,,18,26,
"VGLB_HSV2H",12.07406,,,18,26,
"VGLB_HSV2S",11.93452,1.840912,,18,26,
"VGLB_HSV6U",1,1,,1,26,
"VGLB_HSVB1",10.09818,,,18,26,
"VGLB_HSVB2",11.13521,,,18,26,
"VGLB_HSVBC",10.54501,,,18,26,
"VGLB_HSVE1",11.74206,,,18,26,
"VGLB_HSVE4",11.64092,,,18,26,
"VGLB_HSVEA",11.76438,,,18,26,
"VGLB_HSVEB",11.80129,,,18,26,
"VGLB_HSVEL",11.53988,,,18,26,
"VGLB_HSVMD",9.513515,,,18,26,
"VGLB_HSVSA",1,,,1,26,
"VGLB_ILTVS",1.991593,,,2,26,
"VGLB_ILTVT",1.991593,1,,2,26,
"VGLB_MCMVS",1.914533,,,3,26,
"VGLB_PRVIF",10.69894,,,18,26,
"VGLB_VZVD",10.03686,,,18,26,
"VGLC_HSV11",3.296902,,,4,13,
"VGLC_HSV1K",3.307386,,,4,13,
"VGLC_HSV2",3.295022,,,4,13,
"VGLC_HSV23",3.31344,,,4,13,
"VGLC_HSVBC",1,,,1,13,
"VGLC_HSVE4",1.817496,,,2,13,
"VGLC_HSVEB",1.817496,,,2,13,
"VGLC_HSVMB",3.757323,,,4,13,
"VGLC_HSVMG",3.772658,,,4,13,
"VGLC_HSVMM",3.754916,,,4,13,
"VGLC_HSVTH",3.337717,,,4,13,
"VGLC_PRVIF",1,,,1,13,
"VGLC_VZVD",1,,,1,13,
"VGLD_HSV11",2.801652,,,3,7,
"VGLD_HSV1H",2.785434,,,3,7,
"VGLD_HSV2",2.63828,,,3,7,
"VGLD_HSVBP",1,1,,1,7,
"VGLD_HSVEA",2.981609,1,,3,7,
"VGLD_HSVEB",2.985485,,,3,7,
"VGLD_HSVEK",2.977319,,,3,7,
"VGLE_HSV11",1,,,1,6,
"VGLE_HSVE4",2.674909,,,3,6,
"VGLE_HSVEB",2.832342,,,3,6,
"VGLE_HSVEL",2.832342,,,3,6,
"VGLE_PRVRI",1,,,1,6,
"VGLE_VZVD",1,,,1,6,
"VGLF_BRSVA",6.283865,,,7,38,
"VGLF_BRSVC",6.330302,,,7,38,
"VGLF_BRSVR",6.313933,,,7,38,
"VGLF_CDVO",5.320368,,,7,38,
"VGLF_HRSV1",6.313343,,,7,38,
"VGLF_HRSVA",6.394454,,,7,38,
"VGLF_HRSVL",6.425739,,,7,38,
"VGLF_HRSVR",6.395536,,,7,38,
"VGLF_MEASE",6.000631,,,7,38,
"VGLF_MEASI",5.98419,,,7,38,
"VGLF_MEASY",5.974392,,,7,38,
"VGLF_MUMPM",3.408055,,,8,38,
"VGLF_MUMPR",3.414561,,,8,38,
"VGLF_MUMPS",3.400393,,,8,38,
"VGLF_NDVA",6.671571,,,7,38,
"VGLF_NDVB",6.620358,,,7,38,
"VGLF_NDVI",6.648653,,,7,38,
"VGLF_NDVM",6.587782,,,7,38,
"VGLF_NDVT",6.681012,,,7,38,
"VGLF_NDVTG",6.605859,,,7,38,
"VGLF_NDVU",6.659031,,,7,38,
"VGLF_PHODV",5.336611,,,7,38,
"VGLF_PI1HC",4.631712,,,8,38,
"VGLF_PI2H",4.206887,,,8,38,
"VGLF_PI2HG",4.202559,,,8,38,
"VGLF_PI2HT",4.19675,,,8,38,
"VGLF_PI3B",2.276193,,,8,38,
"VGLF_PI3H4",1.824013,,,8,38,
"VGLF_RINDK",5.732391,,,7,38,
"VGLF_RINDL",5.728378,,,7,38,
"VGLF_SEND5",5.658353,,,8,38,
"VGLF_SENDF",5.65836,,,8,38,
"VGLF_SENDH",5.625685,,,8,38,
"VGLF_SENDJ",6.118255,,,8,38,
"VGLF_SENDZ",5.651131,,,8,38,
"VGLF_SV41",3.709045,,,8,38,
"VGLF_SV5",4.438432,,,8,38,
"VGLF_TRTV",1,,,1,38,
"VGLG_BRSVC",1,,,1,11,
"VGLG_CHAV",1,,,1,6,
"VGLG_HRSV1",6.45832,,,10,11,
"VGLG_HRSV2",8.106318,,,10,11,
"VGLG_HRSV3",8.233895,,,10,11,
"VGLG_HRSV4",8.494688,,,10,11,
"VGLG_HRSV5",8.216142,,,10,11,
"VGLG_HRSV6",8.516173,,,10,11,
"VGLG_HRSV7",8.458115,,,10,11,
"VGLG_HRSV8",6.5351,,,10,11,
"VGLG_HRSVA",8.499202,,,10,11,
"VGLG_HRSVL",8.360608,,,10,11,
"VGLG_HSVEB",1,,,1,1,
"VGLG_IHNV",1,,,1,2,
"VGLG_RABVA",1,,,1,1,
"VGLG_RABVE",3.870506,,,4,4,
"VGLG_RABVH",3.750611,,,4,4,
"VGLG_RABVP",3.852721,,,4,4,
"VGLG_RABVS",3.866622,,,4,4,
"VGLG_SIGMA",1,,,1,6,
"VGLG_SYNV",1,,,1,1,
"VGLG_VHSV0",1,,,1,2,
"VGLG_VSVIG",3.425013,,,4,6,
"VGLG_VSVJO",2.439101,,,4,6,
"VGLG_VSVO",3.438123,,,4,6,
"VGLG_VSVSJ",3.425163,,,4,6,
"VGLH_EBV",1,,,1,6,
"VGLH_HCMVA",1.964465,,,2,6,
"VGLH_HCMVT",1.964465,,,2,6,
"VGLH_HSV11",1.993788,,,2,9,
"VGLH_HSV1E",1.993788,,,2,9,
"VGLH_HSV6G",1,,,1,6,
"VGLH_HSVBC",1,,,1,9,
"VGLH_HSVE4",1.856264,,,2,9,
"VGLH_HSVEB",1.856264,,,2,9,
"VGLH_HSVSA",1,,,1,6,
"VGLH_MCMVS",1,,,1,6,
"VGLH_PRVKA",2.983287,,,3,9,
"VGLH_PRVN3",2.984782,,,3,9,
"VGLH_PRVRI",2.983287,,,3,9,
"VGLH_VZVD",1,,,1,9,
"VGLI_HCMVA",1,,,1,1,
"VGLI_HSVEB",1,,,1,2,
"VGLI_PRVRI",1,,,1,2,
"VGLM_BUNGE",1.592549,,,2,4,
"VGLM_BUNL7",1.891477,,,2,4,
"VGLM_BUNSH",1.891477,,,2,4,
"VGLM_BUNYW",1.592549,,,2,4,
"VGLM_HANTB",6.763445,,,9,9,
"VGLM_HANTH",6.729961,,,9,9,
"VGLM_HANTL",6.762207,,,9,9,
"VGLM_HANTV",6.788381,,,9,9,
"VGLM_PHV",5.596248,,,9,9,
"VGLM_PTPV",1,,,1,4,
"VGLM_PUUMH",5.753058,,,9,9,
"VGLM_PUUMS",5.739072,,,9,9,
"VGLM_RVFV",1.988707,,,2,4,
"VGLM_RVFVZ",1.988707,,,2,4,
"VGLM_SEOUR",6.602729,,,9,9,
"VGLM_SEOUS",6.780786,,,9,9,
"VGLM_UUK",1,,,1,4,
"VGLP_BEV",1,,,1,1,
"VGLX_HSVEB",2.523015,,,3,260,
"VGLX_HSVEL",1.966989,,,3,260,
"VGNB_CPMV",1,,,1,4,
"VIMP_EBV",1.488956,,,2,6,
"VIMP_HCMVA",1,,,1,6,
"VIMP_HSV11",1,,,1,6,
"VIMP_HSVEB",1,,,1,6,
"VIMP_HSVSA",1.488956,,,2,6,
"VIMP_VZVD",1,,,1,6,
"VIPR_RAT",1.50039,,,2,6,
"VIRA_AGRT5",2.969251,,,4,23,
"VIRA_AGRT6",3.177013,,,4,23,
"VIRA_AGRT9",3.189616,,,4,23,
"VIRL_AGRT6",2.423851,,,4,23,
"VLOM_LAMBD",1,,,1,4,
