"ID","all","known orientation","ER, known orientation","all/Pam80","all/PAM200","ER/PAM200"
"CY1_BOVIN",4.224203,,,8,260,
"CY1_EUGGR",1.450728,,,8,260,
"CY1_HUMAN",4.198234,,,8,260,
"CY1_NEUCR",4.284959,,,8,260,
"CY1_PARDE",2.131803,,,3,260,
"CY1_RHOCA",2.464376,,,3,260,
"CY1_RHORU",2.368568,,,8,260,
"CY1_RHOSH",2.470746,,,3,260,
"CY1_YEAST",4.220561,,,8,260,
"CY11_SOLTU",4.636258,,,8,260,
"CY12_SOLTU",4.692329,,,8,260,
"CY14_NEUCR",1,,,1,1,
"CYA1_BOVIN",1,1,1,1,260,37
"CYA2_RAT",1.563395,,,2,260,
"CYA3_RAT",1,,,1,260,
"CYA4_RAT",1.563395,,,2,260,
"CYB_ACITR",64.57004,,,110,123,
"CYB_AKOAN",66.33257,,,110,123,
"CYB_AKOBO",66.34601,,,110,123,
"CYB_AKOJE",65.99421,,,110,123,
"CYB_AKOJU",63.91562,,,110,123,
"CYB_AKOKO",66.04794,,,110,123,
"CYB_AKOMO",66.32948,,,110,123,
"CYB_AKOPU",66.35224,,,110,123,
"CYB_AKOSU",66.35224,,,110,123,
"CYB_AKOTO",65.91592,,,110,123,
"CYB_AMBMA",65.34847,,,110,123,
"CYB_AMICA",65.80398,,,110,123,
"CYB_AMPST",65.71101,,,110,123,
"CYB_ANTAM",66.5629,,,110,123,
"CYB_ASCSU",4.479568,,,110,123,
"CYB_ATRSP",66.59872,,,110,123,
"CYB_BALPH",65.30173,,,110,123,
"CYB_BOLAM",66.1039,,,110,123,
"CYB_BOVIN",66.84406,,,110,123,
"CYB_CAEEL",4.952957,,,110,123,
"CYB_CAMDR",66.45641,,,110,123,
"CYB_CAPHI",66.63731,,,110,123,
"CYB_CATGU",65.06285,,,110,123,
"CYB_CHICK",63.49435,,,110,123,
"CYB_CHLRE",26.15219,,,110,123,
"CYB_CHLSM",26.62345,,,110,123,
"CYB_CICCE",66.33397,,,110,123,
"CYB_CICNI",65.91913,,,110,123,
"CYB_COLRU",64.49998,,,110,123,
"CYB_CORME",62.48417,,,110,123,
"CYB_CYPCA",64.45786,,,110,123,
"CYB_DAMDA",66.25184,,,110,123,
"CYB_DICBI",65.454,,,110,123,
"CYB_DIPCA",64.92562,,,110,123,
"CYB_DIPHE",65.3925,,,110,123,
"CYB_DIPPA",65.70956,,,110,123,
"CYB_DROME",56.37778,,,110,123,
"CYB_DROYA",57.26403,,,110,123,
"CYB_EMENI",49.15525,,,110,123,
"CYB_EPIAL",65.97372,,,110,123,
"CYB_EQUGR",67.77512,,,110,123,
"CYB_GEOSD",68.8692,,,110,123,
"CYB_GIRCA",64.85195,,,110,123,
"CYB_GOMVA",67.17136,,,110,123,
"CYB_GYMTI",64.00636,,,110,123,
"CYB_HUMAN",61.26747,,,110,123,
"CYB_JULRE",66.10831,,,110,123,
"CYB_LEITA",1.845574,,,2,123,
"CYB_LEPOC",66.94646,,,110,123,
"CYB_LOXAF",58.18828,,,110,123,
"CYB_MAIZE",48.16591,,,110,123,
"CYB_MARPO",53.02225,,,110,123,
"CYB_MEGAT",68.42596,,,110,123,
"CYB_MICMI",65.20993,,,110,123,
"CYB_MOUSE",64.5761,,,110,123,
"CYB_NEUCR",40.67533,,,110,123,
"CYB_ODOHE",65.62985,,,110,123,
"CYB_OENBE",50.97427,,,110,123,
"CYB_ORYSA",46.45847,,,110,123,
"CYB_PARDE",34.55092,,,110,123,
"CYB_PARIN",66.17778,,,110,123,
"CYB_PARLI",53.93589,,,110,123,
"CYB_PARTE",1,,,1,1,
"CYB_PHOVI",65.52586,,,110,123,
"CYB_PIG",65.79538,,,110,123,
"CYB_PITSO",63.10171,,,110,123,
"CYB_POLSX",66.55575,,,110,123,
"CYB_POMIS",65.47984,,,110,123,
"CYB_POMNI",67.94987,,,110,123,
"CYB_POMRU",65.06365,,,110,123,
"CYB_POMSU",61.66056,,,110,123,
"CYB_POMTE",65.8432,,,110,123,
"CYB_PTIPL",67.41121,,,110,123,
"CYB_RANCA",30.78531,,,110,123,
"CYB_RAT",65.12312,,,110,123,
"CYB_RHOCA",40.79099,,,110,123,
"CYB_RHORU",47.67402,,,110,123,
"CYB_RHOSH",36.05155,,,110,123,
"CYB_SALTR",65.80778,,,110,123,
"CYB_SCAPL",67.079,,,110,123,
"CYB_SCHPO",43.12618,,,110,123,
"CYB_SCYMA",65.32797,,,110,123,
"CYB_SHEEP",65.49222,,,110,123,
"CYB_SOLTU",49.63773,,,110,123,
"CYB_STEAT",66.1952,,,110,123,
"CYB_STRPU",54.10702,,,110,123,
"CYB_TAYTA",67.42187,,,110,123,
"CYB_THOTO",62.62692,,,110,123,
"CYB_THRDO",63.87617,,,110,123,
"CYB_TRANA",66.68877,,,110,123,
"CYB_TRYBB",1.845574,,,2,123,
"CYB_VICFA",47.93485,,,110,123,
"CYB_WHEAT",50.10939,,,110,123,
"CYB_XENLA",64.86809,,,110,123,
"CYB_YEAST",45.21297,,,110,123,
"CYB5_BOVIN",6.629876,,,8,8,
"CYB5_CHICK",6.323405,,,8,8,
"CYB5_HORSE",6.820659,,,8,8,
"CYB5_HUMAN",6.792538,,,8,8,
"CYB5_PIG",6.951204,,,8,8,
"CYB5_RABIT",6.902232,,,8,8,
"CYB5_RAT",6.863333,,,8,8,
"CYB6_CHLPR",9.639371,,,11,123,
"CYB6_CHLRE",9.712194,,,11,123,
"CYB6_MAIZE",10.13182,,,11,123,
"CYB6_MARPO",10.03157,,,11,123,
"CYB6_NOSSP",9.399856,,,11,123,
"CYB6_ORYSA",10.16443,,,11,123,
"CYB6_PROHO",9.277768,,,11,123,
"CYB6_SPIOL",10.08368,,,11,123,
"CYB6_SYNP2",9.452906,,,11,123,
"CYB6_TOBAC",10.12486,,,11,123,
"CYB6_WHEAT",10.14074,,,11,123,
"CYBA_STELO",65.64957,,,110,123,
"CYBB_STELO",66.32775,,,110,123,
"CYCM_BRAJA",1,,,1,1,
"CYDA_ECOLI",2.198755,,,2,2,
"CYDB_ECOLI",2.057976,2.057976,,2,2,
"CYF_CHLRE",6.584231,,,9,9,
"CYF_MARPO",7.320435,,,9,9,
"CYF_OENHO",7.911374,,,9,9,
"CYF_ORYSA",7.907922,,,9,9,
"CYF_PEA",7.78189,,,9,9,
"CYF_SPIOL",7.825495,,,9,9,
"CYF_TOBAC",7.968338,,,9,9,
"CYF_VICFA",7.8089,,,9,9,
"CYF_WHEAT",7.915941,,,9,9,
"CYGR_ARBPU",1.771748,,,9,260,
"CYGS_STRPU",6.620701,,,9,260,
"CYL3_STOHE",2.206855,,,2,2,
"CYM5_RAT",5.34316,,,8,8,
"CYOA_ECOLI",1,,,1,1,
"CYOB_ECOLI",8.405779,,,51,53,
"CYOC_ECOLI",1,1,,1,34,
"CYOD_ECOLI",1,1,,1,1,
"CYOE_ECOLI",1,,,1,2,
"CYPR_CALVI",1.82211,,,2,3,
"CYPR_DROME",1.82211,,,2,3,
"CYPR_YEAST",1,,,1,3,
"CYST_ECOLI",1.905048,,,4,11,
"CYST_SYNP7",2.978259,,,4,11,
"CYST_SYNY3",3.088192,,,4,11,
"CYSW_ECOLI",1.476153,,,2,11,
"CYSW_SYNP7",1.476153,,,2,11,
"D2DR_BOVIN",4.795766,4.795766,4.795766,6,212,179
"D2DR_HUMAN",4.844902,4.844902,4.844902,6,212,179
"D2DR_RAT",4.760375,4.760375,4.760375,6,212,179
"D2DR_XENLA",4.389017,4.389017,4.389017,6,212,179
"D3DR_MOUSE",4.169664,4.169664,4.169664,6,212,179
"D3DR_RAT",4.117308,4.117308,4.117308,6,212,179
"D4DR_HUMAN",1.784022,1.784022,1.784022,2,212,179
"D4DR_RAT",1.784022,1.784022,1.784022,2,212,179
"D5DR_HUMAN",3.224902,3.224902,3.224902,4,212,179
"DADR_HUMAN",3.30122,3.30122,3.30122,4,212,179
"DADR_RAT",3.284725,3.284725,3.284725,4,212,179
"DAF1_CAEEL",1,,,1,260,
"DAL5_YEAST",1,,,1,1,
"DAP2_YEAST",1,,,1,3,
"DBDR_RAT",3.206877,3.206877,3.206877,4,212,179
"DCIB_BACSU",1.991071,,,3,4,
"DCIC_BACSU",2.141495,,,2,4,
"DCOB_KLEPN",1,,,1,1,
"DCOG_KLEPN",1,,,1,1,
"DCTA_RHILE",1.870494,,,2,6,
"DCTA_RHIME",1.870494,,,2,6,
"DCTB_RHILE",1.589757,,,2,23,
"DCTB_RHIME",1.589757,1,,2,23,
"DEG1_CAEEL",1.995763,,,2,2,
"DHG_ECOLI",2.122619,,,3,3,
"DHG_GLUOX",2.00625,,,3,3,
"DHGA_ACICA",2.07482,,,3,3,
"DHSC_BACSU",1,,,1,1,
"DIVB_BACSU",1,,,1,1,
"DMSC_ECOLI",1,,,1,1,
"DPM1_YEAST",1,,,1,1,
"DPP4_HUMAN",1.84753,,,2,3,
"DPP4_RAT",1.84753,,,2,3,
"DPTP_DROME",1,1,1,1,260,37
"DSBB_ECOLI",1,,,1,1,
"DTCM_MOUSE",1,1,1,1,15,4
"E2_HUMAN",1,,,1,1,
"E310_ADE02",2.83859,2.83859,,4,4,
"E310_ADE03",2.446991,2.446991,,4,4,
"E310_ADE05",1.899306,1.899306,,4,4,
"E310_ADE07",2.44718,2.44718,,4,4,
"E311_ADE02",1.789636,,,2,2,
"E311_ADE05",1.789636,,,2,2,
"E315_ADE02",1.809402,,,2,4,
"E315_ADE03",1.977149,,,2,4,
"E315_ADE05",1.809402,,,2,4,
"E315_ADE07",1.977149,,,2,4,
"E3GL_ADE02",1.825588,,,2,4,
"E3GL_ADE03",1.780562,,,2,4,
"E3GL_ADE05",1.825588,,,2,4,
"E3GL_ADE35",1.780562,,,2,4,
"E3GL_ADEM1",1,,,1,1,
"EAR_EBV",1,,,1,1,
"EBR_STAAU",1,,,1,1,
"ECTO_RAT",2.040367,,,2,260,
"EDG1_HUMAN",1,1,1,1,212,179
"EGF_HUMAN",1.661351,,,2,260,
"EGF_MOUSE",1.661351,,,2,260,
"EGFR_CHICK",4.656335,,,8,260,
"EGFR_DROME",2.07729,,,8,260,
"EGFR_HUMAN",6.063177,,,8,260,
"EGLN_HUMAN",2.300687,,,2,2,
"ELFT_HUMAN",1.940795,,,2,2,
"ELI_PEA",2.7063,,,4,5,
"ELI5_HORVU",2.839375,,,4,5,
"ELI6_HORVU",3.151466,,,4,5,
"ELI9_HORVU",3.170296,,,4,5,
"EMRB_ECOLI",1,,,1,16,
"ENDR_BOVIN",1,,,1,1,
"ENV_BAEVM",1.515966,,,2,17,
"ENV_BIV06",1.983158,,,2,2,
"ENV_BIV27",1.983158,,,2,2,
"ENV_BLVAF",5.90576,,,6,17,
"ENV_BLVAU",5.875908,,,6,17,
"ENV_BLVAV",5.905661,,,6,17,
"ENV_BLVB2",5.853632,,,6,17,
"ENV_BLVB5",5.867082,,,6,17,
"ENV_BLVJ",5.889757,,,6,17,
"ENV_EIAV1",6.88807,,,7,7,
"ENV_EIAV2",6.849901,,,7,7,
"ENV_EIAV3",6.888072,,,7,7,
"ENV_EIAV5",6.793303,,,7,7,
"ENV_EIAV9",6.915969,,,7,7,
"ENV_EIAVW",6.906794,,,7,7,
"ENV_EIAVY",6.902051,,,7,7,
"ENV_FIVPE",1.845999,,,2,2,
"ENV_FIVSD",1.845999,,,2,2,
"ENV_FOAMV",2.34201,,,3,3,
"ENV_GALV",2.396005,,,5,17,
"ENV_HIV10",24.81207,,,29,52,
"ENV_HIV13",20.6004,,,29,52,
"ENV_HIV14",22.58137,,,29,52,
"ENV_HIV16",23.388,,,29,52,
"ENV_HIV18",24.61964,,,29,52,
"ENV_HIV1A",23.7994,,,29,52,
"ENV_HIV1B",24.80312,,,29,52,
"ENV_HIV1C",23.72655,,,29,52,
"ENV_HIV1D",24.01063,,,29,52,
"ENV_HIV1E",22.96649,,,29,52,
"ENV_HIV1F",23.81907,,,29,52,
"ENV_HIV1G",24.14093,,,29,52,
"ENV_HIV1H",21.58328,,,29,52,
"ENV_HIV1I",23.87189,,,29,52,
"ENV_HIV1J",23.85238,,,29,52,
"ENV_HIV1K",22.81627,,,29,52,
"ENV_HIV1L",23.84486,,,29,52,
"ENV_HIV1M",22.36385,,,29,52,
"ENV_HIV1N",22.967,,,29,52,
"ENV_HIV1O",23.74282,,,29,52,
"ENV_HIV1P",24.75187,,,29,52,
"ENV_HIV1R",23.59129,,,29,52,
"ENV_HIV1S",24.09461,,,29,52,
"ENV_HIV1V",24.49878,,,29,52,
"ENV_HIV1W",24.08434,,,29,52,
"ENV_HIV1X",24.67625,,,29,52,
"ENV_HIV1Y",24.69472,,,29,52,
"ENV_HIV1Z",23.37105,,,29,52,
"ENV_HIV21",12.23509,,,18,52,
"ENV_HIV2B",12.10882,,,18,52,
"ENV_HIV2C",12.63884,,,18,52,
"ENV_HIV2D",9.148502,,,18,52,
"ENV_HIV2G",12.9366,,,18,52,
"ENV_HIV2I",13.12277,,,18,52,
"ENV_HIV2N",13.14347,,,18,52,
"ENV_HIV2R",12.77915,,,18,52,
"ENV_HIV2S",13.33463,,,18,52,
"ENV_HTL1A",3.654645,,,4,17,
"ENV_HTL1C",3.666685,,,4,17,
"ENV_HTL1M",3.681209,,,4,17,
"ENV_HTLV2",3.125156,,,4,17,
"ENV_MLVF5",4.150652,,,5,17,
"ENV_MLVFF",4.133821,,,5,17,
"ENV_MLVFP",4.127844,,,5,17,
"ENV_MLVHO",3.246114,,,5,17,
"ENV_OMVVS",3.416361,,,4,52,
"ENV_SFV1",2.420851,,,3,3,
"ENV_SFV3L",2.412354,,,3,3,
"ENV_SIVA1",9.518524,,,18,52,
"ENV_SIVAG",7.406747,,,18,52,
"ENV_SIVAT",6.364069,,,18,52,
"ENV_SIVCZ",18.50704,,,29,52,
"ENV_SIVGB",1,,,1,52,
"ENV_SIVM1",13.24875,,,18,52,
"ENV_SIVM2",13.40615,,,18,52,
"ENV_SIVMK",13.23055,,,18,52,
"ENV_SIVML",12.68336,,,18,52,
"ENV_SIVS4",12.59024,,,18,52,
"ENV_SIVSP",12.61121,,,18,52,
"ENV_SMRVH",1.515966,,,2,17,
"ENV_VILV",3.755415,,,4,52,
"ENV_VILV1",3.76482,,,4,52,
"ENV_VILV2",3.767587,,,4,52,
"ENVD_ECOLI",1,,,1,1,
"ENVZ_ECOLI",1.953574,,,2,23,
"ENVZ_SALTY",1.953574,,,2,23,
"EPIA_HUMAN",3.982068,,,3,260,
"EPIB_HUMAN",3.985064,,,3,260,
"EPOR_HUMAN",1.800906,,,2,9,
"EPOR_MOUSE",1.800906,,,2,9,
"EPT1_YEAST",2.069845,,,2,2,
"ERB2_HUMAN",5.586329,,,8,260,
"ERB3_HUMAN",2.046976,,,8,260,
"ERD1_YEAST",1,,,1,1,
"ERD2_HUMAN",1.943403,,,3,3,
"ERD2_KLULA",2.060191,,,3,3,
"ERD2_YEAST",2.063082,,,3,3,
"ERG9_YEAST",1,,,1,1,
"ERS1_YEAST",1,,,1,1,
"ET1B_BOVIN",4.761816,4.761816,4.761816,6,212,179
"ET1R_BOVIN",4.905975,4.905975,4.905975,6,212,179
"ET1R_HUMAN",4.893639,4.893639,4.893639,6,212,179
"ET1R_RAT",4.896063,4.896063,4.896063,6,212,179
"ETBR_HUMAN",4.828099,4.828099,4.828099,6,212,179
"ETBR_RAT",4.759321,4.759321,4.759321,6,212,179
"EVI2_HUMAN",1.646758,,,2,2,
"EVI2_MOUSE",1.646758,1,1,2,2,1
"EXBB_ECOLI",1.853686,,,2,2,
"EXBB_SALTY",1.853686,,,2,2,
"EXBD_ECOLI",1,,,1,1,
"EXOY_RHISN",1.920314,,,2,2,
"EXP1_PLAFA",1,,,1,1,
"FADL_ECOLI",1,,,1,2,
"FASA_HUMAN",1.480045,1.480045,1.480045,2,15,11
"FASA_MOUSE",1.480045,1.480045,1.480045,2,15,11
"FCAR_HUMAN",1,,,1,1,
"FCE1_RAT",3.15538,1.464945,1.464945,4,13,11
"FCE2_HUMAN",1.591063,1.591063,1.591063,2,33,8
"FCE2_MOUSE",1.591063,1.591063,1.591063,2,33,8
"FCE2_RAT",2.7097,,,4,13,
"FCEA_HUMAN",1.956463,1.464945,1.464945,4,13,11
"FCEA_MOUSE",2.906272,,,4,13,
"FCEB_HUMAN",2.127889,2.127889,,3,3,
"FCEB_MOUSE",2.415839,2.415839,,3,3,
"FCEB_RAT",2.36871,2.36871,,3,3,
"FCEG_HUMAN",2.768718,,,3,7,
"FCEG_MOUSE",2.792784,,,3,7,
"FCEG_RAT",2.814203,,,3,7,
"FCG0_HUMAN",2.683199,2.683199,2.683199,3,13,11
"FCG1_HUMAN",2.6967,2.6967,2.6967,3,13,11
"FCG1_MOUSE",2.392122,2.392122,2.392122,3,13,11
"FCG2_HUMAN",3.278418,3.278418,3.278418,6,13,11
"FCG2_MOUSE",4.77581,4.77581,4.77581,6,13,11
"FCG3_HUMAN",2.400963,2.400963,2.400963,6,13,11
"FCG3_MOUSE",4.254097,4.254097,4.254097,6,13,11
"FCG3_RAT",4.413883,4.413883,4.413883,6,13,11
"FCGN_RAT",1,,,1,235,
"FCGX_MOUSE",4.760731,4.760731,4.760731,6,13,11
"FCN3_DROME",1,,,1,1,
"FCY2_YEAST",1,,,1,1,
"FDNH_ECOLI",1,,,1,1,
"FDNI_ECOLI",1,,,1,1,
"FEPD_ECOLI",1,,,1,2,
"FEPG_ECOLI",1,,,1,2,
"FGR1_CHICK",26.02544,,,30,260,
"FGR1_HUMAN",26.20299,,,30,260,
"FGR1_MOUSE",24.23603,,,30,260,
"FGR1_XENLA",25.16216,,,30,260,
"FGR2_HUMAN",28.27438,,,30,260,
"FGR3_HUMAN",24.23902,,,30,260,
"FGR4_HUMAN",19.59724,,,30,260,
"FIXG_RHIME",1,,,1,1,
"FIXH_RHIME",1,,,1,1,
"FIXI_RHIME",1,,,1,66,
"FIXL_AZOCA",2.231672,,,3,23,
"FIXL_BRAJA",2.200714,,,3,23,
"FIXL_RHIME",2.114329,,,3,23,
"FIXS_RHIME",1,,,1,1,
"FLAP_HORSE",7.424865,,,8,8,
"FLAP_HUMAN",7.489636,,,8,8,
"FLAP_MACMU",7.446702,,,8,8,
"FLAP_MOUSE",7.301252,,,8,8,
"FLAP_PIG",7.342607,,,8,8,
"FLAP_RABIT",7.386411,,,8,8,
"FLAP_RAT",7.3464,,,8,8,
"FLAP_SHEEP",7.338305,,,8,8,
"FLK2_MOUSE",10.45443,,,30,260,
"FLMA_ECOLI",2.921964,,,2,2,
"FM1_ACTVI",1,1,,1,2,
"FM2_ACTNA",1,1,,1,2,
"FML1_HUMAN",2.246487,2.246487,2.246487,3,212,179
"FML2_HUMAN",2.381341,2.381341,2.381341,3,212,179
"FMLR_HUMAN",2.225873,2.225873,2.225873,3,212,179
"FMOH_PIG",2.419642,,,3,3,
"FMOH_RABIT",2.412878,,,3,3,
"FMOL_RABIT",2.10339,,,3,3,
"FNBA_STAAU",1,1,,1,1,
"FPS1_YEAST",1,,,1,260,
"FRDC_ECOLI",1.621336,,,2,2,
"FRDC_PROVU",1.621336,,,2,2,
"FRDC_WOLSU",1,,,1,1,
"FRDD_ECOLI",1.637209,,,2,2,
"FRDD_PROVU",1.637209,,,2,2,
"FRIZ_DROME",1,,,1,1,
"FSH_DROME",6.479691,,,28,260,
"FSHR_HUMAN",9.662745,4.196587,4.196587,9,212,179
"FSHR_RAT",9.489825,,,9,212,
"FTSL_ECOLI",1,,,1,1,
"FUR1_XENLA",4.901102,,,7,260,
"FUR2_DROME",4.267673,,,7,260,
"FUR4_YEAST",1,,,1,1,
"FURI_HUMAN",5.306794,,,7,260,
"FURI_MOUSE",5.377442,,,7,260,
"FURI_RAT",5.343153,,,7,260,
"FURL_DROME",4.876231,,,7,260,
"FURS_DROME",4.876231,,,7,260,
"FUS1_YEAST",1,,,1,1,
"G24A_DICDI",1.824592,,,2,2,
"G24B_DICDI",1.824592,,,2,2,
"G25L_CANFA",1,,,1,1,
"G2LF_HUMAN",1,,,1,1,
"G731_HUMAN",1.471297,,,2,2,
"G732_HUMAN",1.471297,1,1,2,2,1
"GAA1_BOVIN",16.6091,,,23,108,
"GAA1_CHICK",16.47591,1.816921,1.816921,23,108,26
"GAA1_HUMAN",16.55362,,,23,108,
"GAA1_RAT",16.60276,,,23,108,
"GAA2_BOVIN",16.29651,,,23,108,
"GAA2_MOUSE",16.31594,1.816921,1.816921,23,108,26
"GAA2_RAT",16.3143,,,23,108,
"GAA3_BOVIN",16.30625,,,23,108,
"GAA3_MOUSE",16.30109,,,23,108,
"GAA3_RAT",16.69813,,,23,108,
"GAA4_BOVIN",16.26922,,,23,108,
"GAA4_RAT",16.40225,,,23,108,
"GAA5_RAT",16.18729,,,23,108,
"GAA6_MOUSE",16.09084,,,23,108,
"GAA6_RAT",16.35266,,,23,108,
"GAB_DROME",3.273694,,,20,108,
"GAB_LYMST",8.246695,,,20,108,
"GAB1_BOVIN",8.253628,,,20,108,
"GAB1_HUMAN",8.263224,,,20,108,
"GAB1_RAT",8.75919,,,20,108,
"GAB2_RAT",7.042019,1,1,20,108,26
"GAB3_CHICK",8.214865,,,20,108,
"GAB3_HUMAN",8.740624,,,20,108,
"GAB3_RAT",9.16051,,,20,108,
"GAB4_CHICK",8.126746,,,20,108,
"GABP_ECOLI",1,,,1,11,
"GAC1_RAT",13.87162,,,23,108,
"GAC2_BOVIN",14.77601,,,23,108,
"GAC2_CHICK",14.88113,,,23,108,
"GAC2_HUMAN",14.69868,,,23,108,
"GAC2_MOUSE",14.74948,,,23,108,
"GAC2_RAT",14.80415,,,23,108,
"GAC3_MOUSE",14.2448,,,23,108,
"GAC3_RAT",14.31474,,,23,108,
"GAD_MOUSE",4.384257,,,20,108,
"GAD_RAT",4.357671,,,20,108,
"GAL2_YEAST",3.093844,,,3,32,
"GAP1_YEAST",1.529946,,,2,11,
"GAR1_HUMAN",4.141564,1,1,20,108,26
"GAR2_HUMAN",3.224547,,,20,108,
"GASR_CANFA",2.87066,,,2,212,
"GASR_RAT",2.866053,,,2,212,
"GATR_BOVIN",1.76043,,,2,3,
"GATR_MOUSE",1.76043,,,2,3,
"GC1M_MOUSE",3.820019,,,5,15,
"GC3_MOUSE",4.023716,,,5,15,
"GC3M_MOUSE",4.127539,,,5,15,
"GCAM_MOUSE",3.973431,,,5,15,
"GCBM_MOUSE",3.854199,,,5,15,
"GCRB_RAT",2.139775,1,1,2,212,179
"GCRC_MOUSE",1,,,1,212,
"GCRT_RAT",2.80249,2.80249,2.80249,10,212,179
"GEF_ECOLI",2.600203,,,2,2,
"GENA_ECOLI",1,,,1,2,
"GENF_ECOLI",1,,,1,2,
"GER1_BACSU",1,,,1,1,
"GER2_BACSU",1,,,1,4,
"GFT_HUMAN",1.940795,,,2,2,
"GGLO_RAT",1,,,1,1,
"GGNT_HUMAN",2.818277,,,3,3,
"GGNT_MOUSE",2.812081,,,3,3,
"GGNT_RABIT",2.840221,,,3,3,
"GGT_HUMAN",2.633173,,,3,3,
"GGT_PIG",2.630479,,,3,3,
"GGT_RAT",2.576579,,,3,3,
"GHR_HUMAN",4.049494,4.049494,4.049494,5,10,8
"GHR_PIG",4.195736,4.195736,4.195736,5,10,8
"GHR_RABIT",4.174567,4.174567,4.174567,5,10,8
"GHR_RAT",4.054888,4.054888,4.054888,5,10,8
"GHRH_MOUSE",4.017058,4.017058,4.017058,5,10,8
"GLCP_SYNY3",1,1,,1,32,
"GLF_ZYMMO",1,,,1,32,
"GLGP_RAT",1,1,1,1,1,1
"GLP_CANFA",1,,,1,1,
"GLP_HORSE",2.003918,,,7,7,
"GLP_MACFU",3.208411,,,7,7,
"GLP_MOUSE",2.78665,2.288718,2.288718,7,7,5
"GLP_PIG",1.459787,1.459787,1.459787,7,7,5
"GLP1_CAEEL",1.895856,1.895856,1.895856,2,260,37
"GLPA_HUMAN",4.948806,3.765708,3.765708,7,7,5
"GLPB_HUMAN",3.970042,3.379632,3.379632,7,7,5
"GLPC_HUMAN",1,1,1,1,1,1
"GLPE_HUMAN",2.769548,2.769548,2.769548,7,7,5
"GLPF_BACSU",1.504784,,,2,260,
"GLPF_ECOLI",1,,,1,260,
"GLPR_RAT",1,1,1,1,6,3
"GLPT_ECOLI",1,,,1,6,
"GLRA_MOUSE",4.815383,,,6,10,
"GLRA_RAT",4.831425,,,6,10,
"GLRB_MOUSE",4.94667,,,6,10,
"GLRB_RAT",4.953519,,,6,10,
"GLRC_RAT",4.667405,,,6,10,
"GLRD_RAT",4.640361,,,6,10,
"GLRE_RAT",1,,,1,10,
"GLRK_CHICK",1.586565,,,2,10,
"GLRK_LYMST",1,,,1,10,
"GLRK_RANPI",1.586565,,,2,10,
"GLTF_ECOLI",1,,,1,1,
"GLTP_ECOLI",2.210681,,,3,6,
"GLTP_RAT",1,,,1,6,
"GLTS_ECOLI",1,,,1,1,
"GLTT_BACCA",2.570892,,,3,6,
"GLTT_BACST",2.570466,,,3,6,
"GMCR_HUMAN",1,1,1,1,2,2
"GNTP_BACSU",1,,,1,1,
"GP1A_HUMAN",1,,,1,1,
"GP1B_HUMAN",1,1,1,1,2,1
"GP21_RAT",1,,,1,1,
"GP34_HUMAN",1,1,1,1,1,1
"GPIX_HUMAN",1,,,1,2,
"GPT_CRILO",1,,,1,2,
"GPT_YEAST",1,,,1,2,
"GRA1_HUMAN",5.525571,,,20,108,
"GRA1_RAT",5.519493,,,20,108,
"GRA2_HUMAN",6.045382,,,20,108,
"GRA2_RAT",6.030068,,,20,108,
"GRA3_RAT",5.505466,,,20,108,
"GRB_RAT",3.8655,,,20,108,
"GRPR_HUMAN",4.435068,4.435068,4.435068,4,212,179
"GRPR_MOUSE",4.437529,4.437529,4.437529,4,212,179
"GTR1_BOVIN",11.27935,6.66614,6.66614,15,32,10
"GTR1_HUMAN",10.81207,6.666256,6.666256,15,32,10
"GTR1_MOUSE",10.81008,,,15,32,
"GTR1_PIG",11.35923,6.708965,6.708965,15,32,10
"GTR1_RABIT",10.77585,6.64827,6.64827,15,32,10
"GTR1_RAT",10.87042,6.671178,6.671178,15,32,10
"GTR2_HUMAN",9.23728,,,15,32,
"GTR2_MOUSE",9.122223,5.083186,5.083186,15,32,10
"GTR2_RAT",9.287079,5.16572,5.16572,15,32,10
"GTR3_CHICK",9.357105,5.621539,5.621539,15,32,10
"GTR3_HUMAN",8.945184,,,15,32,
"GTR4_HUMAN",9.618997,,,15,32,
"GTR4_MOUSE",9.602102,,,15,32,
"GTR4_RAT",9.653188,,,15,32,
"GTR5_HUMAN",1,1,1,1,32,10
"GTR7_RAT",3.766584,,,15,32,
"GYLA_STRCO",1.504784,,,2,260,
"HA10_MOUSE",202.1332,,,152,235,
"HA11_MOUSE",182.3692,167.7861,167.7861,152,235,191
"HA11_RAT",188.4026,,,152,235,
"HA12_MOUSE",182.5609,167.9125,167.9125,152,235,191
"HA12_RAT",184.8326,170.3864,170.3864,152,235,191
"HA13_MOUSE",182.6014,167.9462,167.9462,152,235,191
"HA14_MOUSE",183.7787,169.2289,169.2289,152,235,191
"HA15_MOUSE",185.321,171.2298,171.2298,152,235,191
"HA17_MOUSE",187.2551,,,152,235,
"HA18_MOUSE",189.5634,,,152,235,
"HA19_CANFA",204.782,190.555,190.555,152,235,191
"HA19_MOUSE",183.0651,,,152,235,
"HA1A_BOVIN",193.4386,179.6821,179.6821,152,235,191
"HA1A_RABIT",199.5515,,,152,235,
"HA1B_BOVIN",201.0079,186.7778,186.7778,152,235,191
"HA1B_MOUSE",182.6045,168.1651,168.1651,152,235,191
"HA1B_RABIT",199.4014,,,152,235,
"HA1D_MOUSE",186.5593,172.0623,172.0623,152,235,191
"HA1F_CHICK",1,1,1,1,235,191
