"group-ID","Spec-Type","Spec-No","1st level","2nd level","3rd level","4th level","5th level","6th level","7th level"
"V6130","V",6130,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","BUNYAVIRIDAE","TOSPOVIRUSES",,,
"V6140","V",6140,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","BUNYAVIRIDAE","UUKUVIRUSES",,,
"V6150","V",6150,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","FILOVIRIDAE",,,,
"V6210","V",6210,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","ORTHOMYXOVIRIDAE",,,,
"V6310","V",6310,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","PARAMYXOVIRIDAE","MORBILLIVIRUSES",,,
"V6320","V",6320,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","PARAMYXOVIRIDAE","PARAMYXOVIRUSES",,,
"V6330","V",6330,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","PARAMYXOVIRIDAE","PNEUMOVIRUSES",,,
"V6410","V",6410,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","RHABDOVIRIDAE","VESICULOVIRUSES",,,
"V6420","V",6420,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","RHABDOVIRIDAE","LYSSAVIRUSES",,,
"V6430","V",6430,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","RHABDOVIRIDAE","PHYTORHABDOVIRUSES",,,
"V6610","V",6610,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","CORONAVIRIDAE",,,,
"V6650","V",6650,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","FLAVIVIRIDAE","FLAVIVIRUSES",,,
"V6655","V",6655,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","FLAVIVIRIDAE","HCV GROUP VIRUSES",,,
"V6660","V",6660,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","FLAVIVIRIDAE","PESTIVIRUSES",,,
"V6710","V",6710,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","RETROVIRIDAE","ONCOVIRINAE",,,
"V6750","V",6750,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","RETROVIRIDAE","LENTIVIRINAE",,,
"V6760","V",6760,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","RETROVIRIDAE","SPUMAVIRINAE",,,
"V6920","V",6920,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","TOGAVIRIDAE","ALPHAVIRUSES",,,
"V6930","V",6930,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","TOGAVIRIDAE","ARTERIVIRUSES",,,
"V6940","V",6940,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","TOGAVIRIDAE","RUBIVIRUSES",,,
"V6980","V",6980,"SS-RNA ENVELOPED VIRUSES","POSITIVE-STRAND","TOROVIRIDAE",,,,
"V7010","V",7010,"SS-RNA NONENVELOPED VIRUSES","ALFAMOVIRUS",,,,,
"V7050","V",7050,"SS-RNA NONENVELOPED VIRUSES","BROMOVIRIDAE",,,,,
"V7060","V",7060,"SS-RNA NONENVELOPED VIRUSES","CALICIVIRIDAE",,,,,
"V7065","V",7065,"SS-RNA NONENVELOPED VIRUSES","CAPILLOVIRIDAE",,,,,
"V7070","V",7070,"SS-RNA NONENVELOPED VIRUSES","CARLAVIRIDAE",,,,,
"V7080","V",7080,"SS-RNA NONENVELOPED VIRUSES","CARMOVIRIDAE",,,,,
"V7100","V",7100,"SS-RNA NONENVELOPED VIRUSES","CLOSTEROVIRUS",,,,,
"V7110","V",7110,"SS-RNA NONENVELOPED VIRUSES","COMOVIRIDAE",,,,,
"V7150","V",7150,"SS-RNA NONENVELOPED VIRUSES","CUCUMOVIRIDAE",,,,,
"V7180","V",7180,"SS-RNA NONENVELOPED VIRUSES","DIANTHOVIRIDAE",,,,,
"V7210","V",7210,"SS-RNA NONENVELOPED VIRUSES","HORDEIVIRIDAE",,,,,
"V7250","V",7250,"SS-RNA NONENVELOPED VIRUSES","ILARVIRIDAE",,,,,
"V7310","V",7310,"SS-RNA NONENVELOPED VIRUSES","LEVIVIRIDAE",,,,,
"V7320","V",7320,"SS-RNA NONENVELOPED VIRUSES","LUTEOVIRIDAE",,,,,
"V7325","V",7325,"SS-RNA NONENVELOPED VIRUSES","NECROVIRIDAE",,,,,
"V7330","V",7330,"SS-RNA NONENVELOPED VIRUSES","NEPOVIRIDAE",,,,,
"V7340","V",7340,"SS-RNA NONENVELOPED VIRUSES","NODAVIRIDAE",,,,,
"V7350","V",7350,"SS-RNA NONENVELOPED VIRUSES","PICORNAVIRIDAE","APHTHOVIRUSES",,,,
"V7360","V",7360,"SS-RNA NONENVELOPED VIRUSES","PICORNAVIRIDAE","CARDIOVIRUSES",,,,
"V7370","V",7370,"SS-RNA NONENVELOPED VIRUSES","PICORNAVIRIDAE","ENTEROVIRUSES",,,,
"V7375","V",7375,"SS-RNA NONENVELOPED VIRUSES","PICORNAVIRIDAE","HEPATOVIRUSES",,,,
"V7380","V",7380,"SS-RNA NONENVELOPED VIRUSES","PICORNAVIRIDAE","RHINOVIRUSES",,,,
"V7410","V",7410,"SS-RNA NONENVELOPED VIRUSES","POTEXVIRIDAE",,,,,
"V7450","V",7450,"SS-RNA NONENVELOPED VIRUSES","POTYVIRIDAE",,,,,
"V7510","V",7510,"SS-RNA NONENVELOPED VIRUSES","SOBEMOVIRIDAE",,,,,
"V7530","V",7530,"SS-RNA NONENVELOPED VIRUSES","TENUIVIRIDAE",,,,,
"V7550","V",7550,"SS-RNA NONENVELOPED VIRUSES","TOBAMOVIRIDAE",,,,,
"V7610","V",7610,"SS-RNA NONENVELOPED VIRUSES","TOBRAVIRIDAE",,,,,
"V7650","V",7650,"SS-RNA NONENVELOPED VIRUSES","TOMBUSVIRIDAE",,,,,
"V7710","V",7710,"SS-RNA NONENVELOPED VIRUSES","TYMOVIRIDAE",,,,,
